,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,boyband
830,Rules,doja_cat,0.617,0.701,0,-5.679,1,0.204,0.131,0.0,0.184,0.626,71.982,188027,4,False
831,Bottom Bitch,doja_cat,0.689,0.815,6,-2.947,1,0.0401,0.00414,0.00158,0.0602,0.475,159.994,199000,4,False
832,Say So,doja_cat,0.804,0.672,11,-4.614,0,0.122,0.256,1.02e-05,0.0906,0.778,111.023,237893,4,False
833,Like That (feat. Gucci Mane),doja_cat,0.874,0.487,2,-6.032,1,0.194,0.237,0.0,0.0978,0.371,106.052,163173,4,False
834,Talk Dirty,doja_cat,0.602,0.754,1,-5.63,1,0.131,0.253,0.000119,0.102,0.405,167.949,241480,4,False
835,Addiction,doja_cat,0.769,0.701,11,-6.147,0,0.149,0.0117,0.00032,0.128,0.549,89.982,208480,4,False
836,Streets,doja_cat,0.748,0.447,11,-8.389,1,0.075,0.212,0.0349,0.325,0.196,90.039,226987,4,False
837,Shine,doja_cat,0.699,0.636,11,-6.177,0,0.205,0.38,0.0,0.102,0.273,83.969,160133,4,False
838,Better Than Me,doja_cat,0.683,0.77,1,-5.483,1,0.0376,0.279,7.87e-05,0.107,0.506,129.958,202373,4,False
839,Juicy,doja_cat,0.775,0.665,0,-2.614,1,0.0748,0.0843,2.09e-06,0.0594,0.464,170.032,201987,4,False
840,Say So (Jax Jones Midnight Snack Remix),doja_cat,0.798,0.51,11,-10.074,0,0.064,0.448,0.00312,0.094,0.401,121.923,210492,4,False
841,MOOO!,doja_cat,0.875,0.396,7,-10.906,1,0.232,0.46,0.0,0.106,0.502,89.0,285169,4,False
842,Candy,doja_cat,0.691,0.505,8,-5.915,1,0.0403,0.54,0.0,0.13,0.275,124.988,190927,4,False
843,Go To Town,doja_cat,0.716,0.679,0,-2.877,1,0.0489,0.0678,2.33e-06,0.285,0.696,170.075,217807,4,False
844,Tia Tamera (feat. Rico Nasty),doja_cat,0.817,0.65,0,-4.652,1,0.134,0.0158,0.0,0.166,0.409,119.887,212107,4,False
845,Cookie Jar,doja_cat,0.722,0.874,0,-3.399,1,0.0733,0.00243,0.0,0.208,0.494,148.022,199440,4,False
846,Roll With Us,doja_cat,0.678,0.575,2,-5.733,1,0.029,0.00532,3.66e-05,0.183,0.184,122.012,180881,4,False
847,Wine Pon You (feat. Konshens),doja_cat,0.795,0.445,9,-7.765,0,0.0349,0.283,0.00127,0.107,0.158,95.022,219000,4,False
848,Fancy,doja_cat,0.739,0.726,2,-5.789,1,0.037,0.062,0.0,0.442,0.168,110.995,179533,4,False
849,Wild Beach,doja_cat,0.714,0.673,4,-6.386,0,0.0784,0.249,0.000476,0.109,0.374,120.041,204013,4,False
850,Morning Light,doja_cat,0.592,0.507,0,-8.167,1,0.0256,0.0308,0.00234,0.193,0.144,139.94,239493,4,False
851,Game,doja_cat,0.759,0.749,11,-5.957,0,0.0537,0.00128,0.00527,0.128,0.621,119.971,195747,4,False
852,Casual,doja_cat,0.648,0.627,0,-6.977,1,0.0781,0.0779,1.52e-06,0.0712,0.334,128.229,240387,4,False
853,Down Low,doja_cat,0.537,0.734,6,-6.385,0,0.184,0.00404,0.0,0.389,0.48,141.783,211107,4,False
854,Body Language,doja_cat,0.721,0.451,8,-6.927,1,0.0537,0.21,0.0,0.106,0.639,96.503,245240,4,False
855,All Nighter,doja_cat,0.795,0.537,2,-6.872,1,0.183,0.19,0.024,0.078,0.208,130.092,193667,4,False
856,Vegas (From the Original Motion Picture Soundtrack ELVIS),doja_cat,0.801,0.601,8,-7.574,0,0.255,0.0777,3.23e-05,0.145,0.74,159.969,182907,4,False
857,Freaky Deaky - R3HAB Remix,doja_cat,0.721,0.938,2,-5.137,1,0.0876,0.00445,0.0807,0.114,0.419,126.037,140060,4,False
858,Freaky Deaky,doja_cat,0.803,0.658,2,-5.49,0,0.0469,0.0201,0.0,0.0961,0.249,104.017,215281,4,False
859,Celebrity Skin,doja_cat,0.475,0.885,11,-4.735,0,0.0533,2.24e-05,9.93e-05,0.279,0.413,133.951,159651,4,False
860,Dick (feat. Doja Cat) - Sickick Remix,doja_cat,0.874,0.789,1,-6.302,1,0.0903,0.0948,0.000151,0.0768,0.836,127.059,164000,4,False
861,Dick (feat. Doja Cat) - L.Dre Remix,doja_cat,0.779,0.954,5,-3.783,1,0.202,0.0284,0.000132,0.371,0.751,115.059,171130,4,False
862,Dick (feat. Doja Cat) - DJ Jayhood [Jersey Club Mix],doja_cat,0.858,0.944,9,-6.089,1,0.153,0.00164,0.0233,0.632,0.311,145.017,180414,4,False
863,Dick (feat. Doja Cat) - Until Dawn [Dusk Till Dawn],doja_cat,0.872,0.94,6,-6.188,0,0.108,0.00958,0.0379,0.0877,0.927,126.042,200000,4,False
864,Kiss Me More (feat. Naomi Watanabe),doja_cat,0.776,0.692,8,-4.409,1,0.0279,0.391,0.000917,0.113,0.749,110.964,209943,4,False
865,Streets - Disclosure Remix,doja_cat,0.716,0.704,4,-7.334,0,0.142,0.386,0.0169,0.269,0.425,117.992,254280,4,False
866,Streets - DJ Sliink Remix,doja_cat,0.731,0.742,0,-9.151,1,0.0986,0.363,0.205,0.17,0.224,130.067,133846,4,False
867,Streets - Lazerbeak Remix,doja_cat,0.761,0.811,2,-6.781,1,0.0863,0.56,0.000105,0.332,0.807,90.034,206000,4,False
868,Streets - Party Favor Remix,doja_cat,0.741,0.789,4,-5.321,0,0.0836,0.17,0.00269,0.295,0.343,96.043,200375,4,False
869,Streets - Ape Drums Remix,doja_cat,0.827,0.608,2,-7.494,1,0.044,0.0317,0.000247,0.0773,0.127,122.007,175348,4,False
870,Streets - Silhouette Remix,doja_cat,0.737,0.456,11,-8.58,1,0.0958,0.164,0.0371,0.174,0.148,90.046,240962,4,False
871,Best Friend (feat. Doja Cat),doja_cat,0.837,0.748,4,-4.171,1,0.114,0.00292,1.99e-05,0.0778,0.426,94.02,155884,4,False
872,"Baby, I'm Jealous (feat. Doja Cat) - Natti Natasha Remix",doja_cat,0.756,0.872,11,-2.299,0,0.0689,0.0774,0.0,0.26,0.623,97.983,153554,4,False
873,"Baby, I'm Jealous (feat. Doja Cat)",doja_cat,0.737,0.867,11,-2.259,0,0.0458,0.0398,0.0,0.32,0.506,98.05,175873,4,False
874,Say So (feat. Evan Lin),doja_cat,0.812,0.705,11,-4.594,0,0.0813,0.0578,0.0,0.118,0.795,110.985,238806,4,False
875,Say So / Like That (Mashup),doja_cat,0.61,0.761,11,-4.086,0,0.156,0.107,0.0,0.128,0.575,109.715,212567,4,False
876,"Do It (feat. Doja Cat, City Girls & Mulatto) [Remix]",doja_cat,0.628,0.649,5,-10.171,0,0.202,0.00595,0.0,0.25,0.476,82.907,255181,4,False
877,To Be Young (feat. Doja Cat) - 220 KID Remix,doja_cat,0.701,0.806,2,-4.165,1,0.0566,0.224,0.0,0.0617,0.822,130.018,233538,4,False
878,Freak,doja_cat,0.691,0.705,7,-5.762,1,0.0358,0.115,0.0,0.0811,0.313,116.996,284387,3,False
879,To Be Young (feat. Doja Cat) - Acoustic,doja_cat,0.52,0.352,8,-6.397,1,0.0339,0.441,0.0,0.102,0.341,77.779,193820,4,False
880,To Be Young (feat. Doja Cat),doja_cat,0.525,0.649,8,-4.802,1,0.0655,0.241,0.0,0.129,0.286,155.995,194758,4,False
881,To Be Young (feat. Doja Cat) - Felix Cartal Remix,doja_cat,0.657,0.811,0,-2.533,0,0.0431,0.376,0.0,0.126,0.604,80.016,233900,4,False
882,In Your Eyes (with Doja Cat) - Remix,doja_cat,0.679,0.731,7,-5.522,0,0.0319,0.00518,0.000127,0.0614,0.727,99.984,237912,4,False
883,Say So (feat. Nicki Minaj) - Original Version,doja_cat,0.818,0.689,11,-4.45,0,0.173,0.225,1.02e-05,0.371,0.781,111.026,206933,4,False
884,Say So (feat. Nicki Minaj),doja_cat,0.853,0.642,11,-4.646,0,0.207,0.113,8.71e-06,0.442,0.736,111.057,206595,4,False
885,Say So - Snakehips Remix,doja_cat,0.717,0.866,7,-6.269,1,0.0824,0.00291,9.26e-05,0.0462,0.748,117.979,200596,4,False
886,Boss Bitch,doja_cat,0.707,0.955,10,-4.593,0,0.222,0.127,0.0,0.202,0.575,125.989,134240,4,False
887,Say So - Friend Within Remix,doja_cat,0.676,0.972,11,-5.153,0,0.054,0.00654,0.767,0.133,0.711,125.054,172800,4,False
888,Juicy - Armand Van Helden Remix,doja_cat,0.838,0.868,11,-4.059,1,0.0421,0.0319,0.0046,0.0912,0.491,125.023,201600,4,False
889,Right Side (Feat. Doja Cat),doja_cat,0.547,0.631,5,-5.646,1,0.533,0.19,0.0,0.0945,0.362,165.281,212727,3,False
890,Beautiful,doja_cat,0.579,0.691,5,-4.787,0,0.213,0.00739,0.000769,0.442,0.745,143.402,226720,4,False
891,Nunchucks,doja_cat,0.475,0.574,4,-8.558,0,0.193,0.571,0.0751,0.104,0.549,117.976,195427,4,False
892,So High,doja_cat,0.647,0.567,10,-5.777,0,0.0374,0.133,9.36e-06,0.0638,0.659,131.933,201573,4,False
893,No Police,doja_cat,0.58,0.347,9,-10.023,1,0.0634,0.775,0.00594,0.177,0.307,119.622,240427,4,False
894,Control,doja_cat,0.512,0.589,2,-7.853,0,0.0372,0.154,0.00396,0.228,0.0573,127.942,220267,4,False
895,Super Freaky Girl,nicki_minaj,0.952,0.882,2,-2.634,1,0.217,0.0537,1.82e-05,0.314,0.9,133.051,170977,4,False
896,Roman's Revenge (feat. Eminem),nicki_minaj,0.816,0.947,5,-2.881,1,0.289,0.538,0.0,0.292,0.471,112.391,276173,4,False
897,Did It On’em,nicki_minaj,0.586,0.433,7,-6.979,1,0.366,0.0719,0.0,0.203,0.449,155.633,212347,4,False
898,Beez In The Trap ( feat. 2 Chainz),nicki_minaj,0.823,0.768,9,-5.929,1,0.195,0.0215,0.0103,0.102,0.671,149.966,268493,4,False
899,Chun-Li,nicki_minaj,0.886,0.724,6,-5.105,0,0.277,0.257,0.000108,0.106,0.456,97.056,191600,4,False
900,Do We Have A Problem? (with Lil Baby),nicki_minaj,0.835,0.525,1,-8.634,0,0.456,0.463,0.000564,0.115,0.534,120.042,207065,4,False
901,We Go Up (feat. Fivio Foreign),nicki_minaj,0.715,0.919,2,-3.514,1,0.265,0.425,0.0,0.326,0.701,145.004,255189,4,False
902,High School (feat. Lil Wayne),nicki_minaj,0.631,0.696,1,-4.113,0,0.297,0.157,0.00524,0.216,0.24,87.598,218747,4,False
903,Moment 4 Life (feat. Drake),nicki_minaj,0.499,0.884,11,-3.835,1,0.373,0.384,0.0,0.212,0.368,130.646,279307,5,False
904,Truffle Butter (feat. Drake & Lil Wayne),nicki_minaj,0.877,0.672,2,-6.846,1,0.0477,0.0558,6.98e-05,0.124,0.512,105.09,220960,4,False
905,Itty Bitty Piggy,nicki_minaj,0.761,0.722,7,-4.343,1,0.391,0.12,0.0,0.0649,0.798,92.45,246753,4,False
906,Barbie Dreams,nicki_minaj,0.85,0.808,8,-4.15,0,0.344,0.326,0.0,0.211,0.694,87.952,279867,4,False
907,Anaconda,nicki_minaj,0.963,0.605,9,-6.238,1,0.174,0.0583,5.66e-05,0.238,0.807,129.997,260240,4,False
908,Super Bass,nicki_minaj,0.766,0.739,11,-7.49,1,0.228,0.0584,0.0121,0.405,0.583,126.987,201253,4,False
909,Starships,nicki_minaj,0.747,0.716,11,-2.457,0,0.075,0.135,0.0,0.251,0.751,125.008,210627,4,False
910,Pound The Alarm,nicki_minaj,0.728,0.858,9,-3.686,1,0.0609,0.0403,4.26e-06,0.0241,0.591,125.054,205640,4,False
911,Your Love,nicki_minaj,0.491,0.519,11,-10.215,1,0.266,0.00215,0.00821,0.345,0.201,121.167,245253,5,False
912,Right Thru Me,nicki_minaj,0.556,0.688,1,-4.772,1,0.0999,0.113,0.00247,0.134,0.184,162.325,235773,3,False
913,Bed (feat. Ariana Grande),nicki_minaj,0.767,0.721,7,-6.34,1,0.185,0.0308,0.000295,0.128,0.471,89.98,189533,4,False
914,Favorite (feat. Jeremih),nicki_minaj,0.669,0.58,7,-7.214,1,0.0366,0.631,0.000197,0.089,0.0683,103.07,242960,4,False
915,Save Me,nicki_minaj,0.546,0.737,1,-6.157,1,0.159,0.583,0.0132,0.154,0.603,169.886,185413,4,False
916,Fly (feat. Rihanna),nicki_minaj,0.661,0.849,10,-4.929,1,0.0389,0.0159,0.000162,0.108,0.189,119.912,212920,4,False
917,Seeing Green (with Drake & Lil Wayne),nicki_minaj,0.465,0.859,5,-2.893,0,0.225,0.0762,5.18e-06,0.377,0.208,72.193,339506,4,False
918,Hard White,nicki_minaj,0.758,0.741,2,-3.417,1,0.207,0.0819,0.0238,0.141,0.312,173.936,193893,4,False
919,Bussin (with Lil Baby),nicki_minaj,0.884,0.736,11,-8.076,1,0.0505,0.0548,2.58e-05,0.132,0.731,140.007,136761,4,False
920,Lookin Ass (feat. Nicki Minaj),nicki_minaj,0.841,0.462,10,-6.84,0,0.0514,0.149,2.38e-06,0.104,0.202,114.007,160747,4,False
921,Catch Me,nicki_minaj,0.535,0.887,10,-5.042,1,0.203,0.101,0.0687,0.39,0.325,131.917,237307,5,False
922,Girls Fall Like Dominoes,nicki_minaj,0.616,0.863,2,-2.328,1,0.152,0.151,0.0,0.219,0.46,88.051,225093,4,False
923,Fractions,nicki_minaj,0.921,0.524,0,-6.387,1,0.121,0.00829,0.0,0.166,0.142,131.913,181690,4,False
924,Crocodile Teeth (with Skillibeng) - Remix,nicki_minaj,0.775,0.64,1,-7.53,0,0.401,0.315,0.000335,0.131,0.2,142.532,217685,5,False
925,Chi-Raq (with G Herbo),nicki_minaj,0.762,0.439,10,-14.007,0,0.419,0.328,4e-05,0.107,0.354,145.818,231984,4,False
926,Boss Ass Bitch (with PTAF) - Remix,nicki_minaj,0.657,0.611,1,-7.899,1,0.491,0.032,0.0,0.469,0.408,140.151,248832,5,False
927,Intro,nicki_minaj,0.571,0.21,4,-23.569,1,0.895,0.67,0.0,0.393,0.492,102.612,63791,5,False
928,I Get Crazy (feat. Lil Wayne),nicki_minaj,0.796,0.807,1,-5.524,1,0.325,0.0836,0.0,0.76,0.532,99.614,220970,4,False
929,Kill Da DJ,nicki_minaj,0.677,0.802,8,-4.909,1,0.363,0.0543,0.0,0.343,0.746,93.289,181238,4,False
930,Nicki Minaj Speaks,nicki_minaj,0.789,0.196,9,-22.138,1,0.899,0.711,0.0,0.25,0.927,50.287,19487,4,False
931,Slumber Party (feat. Gucci Mane),nicki_minaj,0.883,0.829,11,-3.581,1,0.381,0.312,0.0,0.348,0.711,140.382,210521,4,False
932,"Shopaholic (feat. Gucci Mane, Bobby V, & F1Jo)",nicki_minaj,0.814,0.71,1,-3.383,1,0.296,0.174,0.0,0.337,0.627,133.069,332434,4,False
933,Gotta Go Hard (feat. Lil Wayne),nicki_minaj,0.594,0.917,1,-3.489,1,0.0931,0.0588,0.0,0.559,0.416,130.088,355631,4,False
934,Nicki Minaj Speaks #2,nicki_minaj,0.627,0.222,1,-17.328,1,0.487,0.753,0.0,0.84,0.61,47.468,69956,4,False
935,Best I Ever Had Remix,nicki_minaj,0.4,0.874,8,-2.698,1,0.281,0.232,0.0,0.16,0.647,160.794,325825,4,False
936,Keys Under Palm Trees,nicki_minaj,0.585,0.73,1,-6.429,0,0.371,0.622,0.0,0.329,0.497,82.326,170580,4,False
937,Silly,nicki_minaj,0.881,0.722,0,-5.417,1,0.399,0.188,0.0,0.0614,0.724,76.777,90149,4,False
938,Easy (feat. Gucci Mane & Rocko),nicki_minaj,0.712,0.803,6,-3.564,0,0.25,0.229,0.0,0.39,0.749,158.961,245525,4,False
939,Nicki Minaj Speaks #3,nicki_minaj,0.601,0.385,9,-16.612,1,0.765,0.571,0.0,0.19,0.643,94.972,52741,1,False
940,Envy,nicki_minaj,0.815,0.836,9,-3.012,0,0.212,0.207,0.0,0.468,0.678,121.586,207753,4,False
941,Can Anybody Hear Me?,nicki_minaj,0.533,0.744,11,-5.373,0,0.332,0.236,0.0,0.53,0.199,85.752,205714,4,False
942,Still I Rise,nicki_minaj,0.668,0.747,11,-3.676,1,0.294,0.181,0.0,0.577,0.592,145.689,188813,4,False
943,Beam Me Up Scotty,nicki_minaj,0.691,0.622,4,-8.544,0,0.168,0.000337,0.00103,0.256,0.604,96.122,238733,4,False
944,Ganja Burn,nicki_minaj,0.757,0.907,1,-2.828,0,0.0626,0.161,0.00205,0.124,0.775,108.984,294187,4,False
945,Majesty (with Labrinth & feat. Eminem),nicki_minaj,0.835,0.73,11,-5.191,0,0.186,0.323,0.0,0.112,0.571,78.526,295653,4,False
946,Rich Sex (feat. Lil Wayne),nicki_minaj,0.871,0.631,9,-5.226,1,0.254,0.0602,1.38e-06,0.0794,0.514,146.978,192600,4,False
947,Thought I Knew You (feat. The Weeknd),nicki_minaj,0.773,0.717,1,-5.988,0,0.0494,0.0353,0.00164,0.0755,0.503,150.015,198280,4,False
948,Run & Hide,nicki_minaj,0.805,0.4,4,-8.082,0,0.473,0.0974,0.384,0.111,0.333,173.928,154600,4,False
949,Chun Swae (feat. Swae Lee),nicki_minaj,0.854,0.422,10,-8.029,0,0.0584,0.0675,0.00191,0.125,0.212,141.0,370440,4,False
950,LLC,nicki_minaj,0.81,0.756,10,-5.453,0,0.215,0.0541,0.0462,0.0984,0.827,76.909,221853,4,False
951,Good Form,nicki_minaj,0.88,0.773,7,-5.128,1,0.082,0.111,0.0036,0.0945,0.288,96.505,199400,4,False
952,Nip Tuck,nicki_minaj,0.832,0.636,8,-7.164,1,0.203,0.0194,0.0,0.223,0.335,119.948,207267,4,False
953,2 Lit 2 Late Interlude,nicki_minaj,0.68,0.355,0,-7.023,1,0.159,0.144,0.0,0.126,0.134,75.157,55267,4,False
954,Come See About Me,nicki_minaj,0.623,0.612,1,-5.489,1,0.0537,0.316,4.87e-05,0.127,0.38,78.955,246240,4,False
955,Sir (feat. Future),nicki_minaj,0.69,0.478,11,-7.44,1,0.147,0.334,9.82e-05,0.356,0.158,142.972,224893,4,False
956,Miami,nicki_minaj,0.874,0.529,10,-7.13,1,0.41,0.216,0.00308,0.445,0.768,157.035,190747,4,False
957,Coco Chanel (feat. Foxy Brown),nicki_minaj,0.565,0.897,1,-4.085,1,0.187,0.149,0.00152,0.659,0.533,119.413,224933,3,False
958,Inspirations Outro,nicki_minaj,0.738,0.93,0,-4.704,1,0.151,0.0356,0.0234,0.213,0.416,90.965,58160,4,False
959,Good Form (feat. Lil Wayne) - Remix,nicki_minaj,0.894,0.736,7,-4.84,1,0.148,0.0446,0.000132,0.106,0.302,96.493,237493,4,False
960,All Things Go,nicki_minaj,0.744,0.423,1,-12.151,1,0.352,0.12,1.85e-06,0.1,0.251,123.992,293733,4,False
961,I Lied,nicki_minaj,0.791,0.389,2,-8.714,0,0.073,0.377,0.00038,0.109,0.376,133.934,304147,4,False
962,The Crying Game,nicki_minaj,0.596,0.505,7,-8.091,1,0.0762,0.0701,0.0319,0.147,0.185,81.409,265227,4,False
963,Get On Your Knees,nicki_minaj,0.664,0.46,0,-7.164,0,0.0419,0.337,0.0,0.12,0.141,143.977,216493,4,False
964,Feeling Myself,nicki_minaj,0.676,0.692,2,-5.573,1,0.198,0.424,0.00518,0.424,0.505,139.621,237840,4,False
965,Only,nicki_minaj,0.663,0.511,8,-7.356,0,0.696,0.467,0.0,0.0967,0.323,120.55,312027,4,False
966,Want Some More,nicki_minaj,0.839,0.481,10,-7.272,0,0.0506,0.118,0.000821,0.187,0.197,124.947,229627,4,False
967,Four Door Aventador,nicki_minaj,0.778,0.642,1,-7.732,1,0.31,0.565,0.0,0.256,0.634,84.055,182667,4,False
968,Favorite,nicki_minaj,0.661,0.59,4,-7.125,0,0.0407,0.558,0.000193,0.0888,0.0615,103.12,242947,4,False
969,Buy A Heart,nicki_minaj,0.728,0.447,1,-10.362,1,0.143,0.167,0.0,0.285,0.381,119.967,255467,4,False
970,Trini Dem Girls,nicki_minaj,0.837,0.735,1,-6.797,1,0.223,0.216,0.00663,0.0807,0.327,109.965,194733,4,False
971,The Night Is Still Young,nicki_minaj,0.655,0.69,1,-6.15,0,0.0558,0.00213,0.00264,0.127,0.673,127.986,227560,4,False
972,Pills N Potions,nicki_minaj,0.432,0.586,2,-8.087,1,0.145,0.00978,1.27e-05,0.0467,0.217,169.012,268000,4,False
973,Bed Of Lies,nicki_minaj,0.479,0.675,11,-5.783,1,0.363,0.307,0.0,0.102,0.108,171.898,269960,4,False
974,Grand Piano,nicki_minaj,0.426,0.211,4,-10.833,1,0.0285,0.893,1.78e-05,0.0778,0.146,64.624,259093,4,False
975,Big Daddy,nicki_minaj,0.785,0.659,8,-5.775,1,0.197,0.0737,0.0,0.111,0.211,114.006,199707,4,False
976,Shanghai,nicki_minaj,0.64,0.579,1,-7.372,1,0.351,0.162,0.000426,0.14,0.366,140.225,219493,4,False
977,Win Again,nicki_minaj,0.804,0.665,0,-5.627,1,0.0761,0.104,0.0,0.176,0.425,119.961,250453,4,False
978,Truffle Butter,nicki_minaj,0.884,0.676,10,-6.866,0,0.0489,0.0701,8.81e-05,0.124,0.504,105.108,219227,4,False
979,Mona Lisa,nicki_minaj,0.637,0.443,6,-10.216,1,0.0325,0.904,0.00197,0.0718,0.338,93.975,208253,4,False
980,Put You In A Room,nicki_minaj,0.675,0.614,11,-7.144,1,0.103,0.086,0.0052,0.565,0.402,129.955,179893,4,False
981,Roman Holiday,nicki_minaj,0.8,0.742,1,-6.186,1,0.0967,0.0304,7.74e-05,0.162,0.402,128.079,245693,4,False
982,Come On A Cone,nicki_minaj,0.732,0.824,6,-4.406,0,0.209,0.342,0.0,0.239,0.732,154.061,185293,4,False
983,I Am Your Leader,nicki_minaj,0.745,0.566,7,-6.393,1,0.364,0.307,0.0,0.0942,0.744,81.955,213733,4,False
984,Beez In The Trap,nicki_minaj,0.814,0.782,9,-6.005,1,0.218,0.0227,0.00167,0.0956,0.683,150.011,268480,4,False
985,HOV Lane,nicki_minaj,0.835,0.784,1,-6.016,1,0.292,0.25,0.0,0.0711,0.454,81.054,193493,4,False
986,Roman Reloaded,nicki_minaj,0.715,0.766,10,-6.36,0,0.381,0.171,0.0,0.373,0.77,169.761,196787,4,False
987,Champion,nicki_minaj,0.469,0.69,1,-4.758,1,0.0357,0.00584,0.0,0.455,0.0493,164.094,296040,4,False
988,Right By My Side,nicki_minaj,0.569,0.858,1,-4.831,1,0.268,0.0178,0.0,0.126,0.495,161.921,265320,4,False
989,Sex In The Lounge,nicki_minaj,0.731,0.712,9,-6.874,0,0.046,0.326,0.0,0.125,0.722,132.905,207787,4,False
990,Whip It,nicki_minaj,0.775,0.772,6,-5.259,1,0.189,0.0424,0.000115,0.364,0.796,128.04,195813,4,False
991,Automatic,nicki_minaj,0.738,0.764,5,-4.257,1,0.041,0.0732,0.0947,0.103,0.685,128.047,198093,4,False
992,Beautiful Sinner,nicki_minaj,0.633,0.651,7,-6.169,0,0.0572,0.17,1.47e-05,0.0294,0.516,131.466,227320,4,False
993,Marilyn Monroe,nicki_minaj,0.532,0.942,7,-3.505,1,0.0483,0.282,0.0,0.247,0.495,172.036,196427,4,False
994,"Young Forever - Republic Records, a Division of UMG Recordings, Inc.",nicki_minaj,0.635,0.827,4,-5.208,1,0.107,0.233,2.53e-05,0.237,0.41,150.085,186707,4,False
995,Fire Burns,nicki_minaj,0.573,0.724,11,-6.72,1,0.0595,0.108,0.00216,0.144,0.366,93.917,179747,4,False
996,Gun Shot,nicki_minaj,0.615,0.805,6,-4.98,1,0.0605,0.515,0.0,0.138,0.386,174.015,279587,4,False
997,Stupid Hoe,nicki_minaj,0.879,0.83,7,-5.941,1,0.275,0.0289,0.131,0.204,0.719,100.014,196893,4,False
998,Turn Me On,nicki_minaj,0.701,0.747,8,-3.5,1,0.0606,0.0585,0.0,0.571,0.452,127.957,199693,4,False
999,Va Va Voom,nicki_minaj,0.647,0.807,8,-3.802,1,0.0317,0.0659,0.0049,0.237,0.696,126.88,182280,4,False
1000,Masquerade,nicki_minaj,0.708,0.647,2,-5.554,1,0.0403,0.00875,0.000461,0.288,0.394,117.983,228173,4,False
1001,Up In Flames,nicki_minaj,0.65,0.823,8,-2.238,0,0.0669,0.407,0.0,0.0622,0.151,132.004,305933,4,False
1002,Freedom,nicki_minaj,0.551,0.692,1,-5.666,1,0.296,0.0895,0.0,0.122,0.376,179.984,287467,4,False
1003,Hell Yeah,nicki_minaj,0.379,0.952,0,-3.925,1,0.43,0.046,0.0,0.958,0.662,109.054,251027,4,False
1004,High School,nicki_minaj,0.531,0.683,1,-4.093,0,0.333,0.135,0.00265,0.22,0.212,84.817,218747,4,False
1005,I'm Legit,nicki_minaj,0.859,0.746,9,-3.014,1,0.0663,0.0301,0.000877,0.169,0.543,75.002,198053,4,False
1006,I Endorse These Strippers,nicki_minaj,0.865,0.821,7,-5.164,1,0.215,0.129,0.0,0.0611,0.744,147.998,262533,4,False
1007,The Boys,nicki_minaj,0.835,0.806,1,-5.73,1,0.0504,0.0437,0.000807,0.142,0.392,108.974,248933,4,False
1008,Young Forever,nicki_minaj,0.635,0.827,4,-5.208,1,0.107,0.233,2.53e-05,0.237,0.41,150.085,186707,4,False
1009,Roman Holiday - Album Version (Edited),nicki_minaj,0.567,0.744,1,-6.283,1,0.161,0.024,0.000107,0.15,0.372,128.054,245707,4,False
1010,Come On A Cone - Album Version (Edited),nicki_minaj,0.612,0.836,11,-4.455,0,0.277,0.348,0.0,0.219,0.791,153.591,185280,4,False
1011,I Am Your Leader - Album Version (Edited),nicki_minaj,0.832,0.574,7,-6.426,1,0.317,0.316,0.0,0.0969,0.718,82.072,213733,4,False
1012,Beez In The Trap - Album Version (Edited),nicki_minaj,0.823,0.769,9,-5.917,1,0.184,0.0222,0.00975,0.0956,0.672,149.972,268493,4,False
1013,HOV Lane - Album Version (Edited),nicki_minaj,0.836,0.794,1,-5.666,1,0.296,0.251,0.0,0.0678,0.428,81.011,193480,4,False
1014,Roman Reloaded - Album Version (Edited),nicki_minaj,0.712,0.798,6,-6.433,1,0.384,0.169,1.56e-05,0.343,0.712,169.798,196787,4,False
1015,Champion - Album Version (Edited),nicki_minaj,0.308,0.67,1,-4.779,1,0.0435,0.00443,0.0,0.504,0.044,164.023,296040,4,False
1016,Right By My Side - Album Version (Edited),nicki_minaj,0.563,0.839,1,-4.793,1,0.211,0.0201,0.0,0.126,0.567,162.025,265333,4,False
1017,Sex In The Lounge - Album Version (Edited),nicki_minaj,0.729,0.704,9,-6.906,0,0.0549,0.305,0.0,0.126,0.682,132.938,207773,4,False
1018,Whip It - Album Version (Edited),nicki_minaj,0.778,0.778,6,-5.228,1,0.173,0.0468,0.00033,0.364,0.773,128.019,195840,4,False
1019,Automatic - Album Version (Edited),nicki_minaj,0.734,0.767,5,-4.292,1,0.0453,0.107,0.0702,0.101,0.635,128.021,198067,4,False
1020,Beautiful Sinner - Album Version (Edited),nicki_minaj,0.628,0.651,0,-6.11,0,0.0592,0.202,8.39e-06,0.0189,0.462,131.469,227320,4,False
1021,Marilyn Monroe - Album Version (Edited),nicki_minaj,0.532,0.942,7,-3.505,1,0.0483,0.282,0.0,0.247,0.495,172.036,196427,4,False
1022,Fire Burns - Album Version (Edited),nicki_minaj,0.611,0.726,4,-6.766,1,0.0532,0.091,0.00232,0.152,0.408,93.97,179760,4,False
1023,Gun Shot - Album Version (Edited),nicki_minaj,0.623,0.811,6,-4.988,1,0.062,0.518,0.0,0.147,0.403,173.883,279587,4,False
1024,Stupid Hoe - Edited Version,nicki_minaj,0.889,0.854,7,-6.285,1,0.274,0.0441,0.237,0.0937,0.732,99.981,196173,4,False
